DATE,GAME,YEAR,HOME/VISITOR,TEAM,POINTS,RESULT,PT_DIFF,PTS ALLOWED,OPPONENT
2014-11-21,CHI @ POR,2015,VISITOR,CHI,87,L,-18,105,POR
2014-11-21,CLE @ WAS,2015,HOME,WAS,91,W,13,78,CLE
2014-11-21,CLE @ WAS,2015,VISITOR,CLE,78,L,-13,91,WAS
2014-11-21,DET @ ATL,2015,HOME,ATL,99,W,10,89,DET
2014-11-21,DET @ ATL,2015,VISITOR,DET,89,L,-10,99,ATL
2014-11-21,LAL @ DAL,2015,HOME,DAL,140,W,34,106,LAL
2014-11-21,LAL @ DAL,2015,VISITOR,LAL,106,L,-34,140,DAL
2014-11-21,MIL @ TOR,2015,HOME,TOR,124,W,42,82,MIL
2014-11-21,MIL @ TOR,2015,VISITOR,MIL,82,L,-42,124,TOR
2014-11-21,NOP @ DEN,2015,HOME,DEN,117,W,20,97,NOP
2014-11-21,NOP @ DEN,2015,VISITOR,NOP,97,L,-20,117,DEN
2014-11-21,ORL @ CHA,2015,HOME,CHA,100,L,-5,105,ORL
2014-11-21,ORL @ CHA,2015,VISITOR,ORL,105,W,5,100,CHA
2014-11-21,PHO @ PHI,2015,HOME,PHI,96,L,-26,122,PHO
2014-11-21,PHO @ PHI,2015,VISITOR,PHO,122,W,26,96,PHI
2014-11-21,SAS @ MIN,2015,HOME,MIN,92,L,-29,121,SAS
2014-11-21,SAS @ MIN,2015,VISITOR,SAS,121,W,29,92,MIN
2014-11-21,UTA @ GSW,2015,HOME,GSW,101,W,13,88,UTA
2014-11-21,UTA @ GSW,2015,VISITOR,UTA,88,L,-13,101,GSW
2014-11-22,BKN @ SAS,2015,HOME,SAS,99,W,12,87,BKN
2014-11-22,BKN @ SAS,2015,VISITOR,BKN,87,L,-12,99,SAS
2014-11-22,DAL @ HOU,2015,HOME,HOU,95,W,3,92,DAL
2014-11-22,DAL @ HOU,2015,VISITOR,DAL,92,L,-3,95,HOU
2014-11-22,MIA @ ORL,2015,HOME,ORL,92,L,-7,99,MIA
2014-11-22,MIA @ ORL,2015,VISITOR,MIA,99,W,7,92,ORL
2014-11-22,NOP @ UTA,2015,HOME,UTA,94,L,-12,106,NOP
2014-11-22,NOP @ UTA,2015,VISITOR,NOP,106,W,12,94,UTA
2014-11-22,PHI @ NYK,2015,HOME,NYK,91,W,8,83,PHI
2014-11-22,PHI @ NYK,2015,VISITOR,PHI,83,L,-8,91,NYK
2014-11-22,PHO @ IND,2015,HOME,IND,83,L,-23,106,PHO
2014-11-22,PHO @ IND,2015,VISITOR,PHO,106,W,23,83,IND
2014-11-22,SAC @ MIN,2015,HOME,MIN,101,L,-12,113,SAC
2014-11-22,SAC @ MIN,2015,VISITOR,SAC,113,W,12,101,MIN
2014-11-22,TOR @ CLE,2015,HOME,CLE,93,L,-17,110,TOR
2014-11-22,TOR @ CLE,2015,VISITOR,TOR,110,W,17,93,CLE
2014-11-22,WAS @ MIL,2015,HOME,MIL,100,L,-11,111,WAS
2014-11-22,WAS @ MIL,2015,VISITOR,WAS,111,W,11,100,MIL
2014-11-23,CHA @ MIA,2015,HOME,MIA,94,W,1,93,CHA
2014-11-23,CHA @ MIA,2015,VISITOR,CHA,93,L,-1,94,MIA
2014-11-23,DEN @ LAL,2015,HOME,LAL,94,L,-7,101,DEN
2014-11-23,DEN @ LAL,2015,VISITOR,DEN,101,W,7,94,LAL
2014-11-23,GSW @ OKC,2015,HOME,OKC,86,L,-5,91,GSW
2014-11-23,GSW @ OKC,2015,VISITOR,GSW,91,W,5,86,OKC
2014-11-23,LAC @ MEM,2015,HOME,MEM,107,W,16,91,LAC
2014-11-23,LAC @ MEM,2015,VISITOR,LAC,91,L,-16,107,MEM
2014-11-23,POR @ BOS,2015,HOME,BOS,88,L,-6,94,POR
2014-11-23,POR @ BOS,2015,VISITOR,POR,94,W,6,88,BOS
2014-11-24,CHI @ UTA,2015,HOME,UTA,95,L,-2,97,CHI
2014-11-24,CHI @ UTA,2015,VISITOR,CHI,97,W,2,95,UTA
2014-11-24,IND @ DAL,2015,HOME,DAL,100,L,-11,111,IND
2014-11-24,IND @ DAL,2015,VISITOR,IND,111,W,11,100,DAL
2014-11-24,LAC @ CHA,2015,HOME,CHA,92,L,-21,113,LAC
2014-11-24,LAC @ CHA,2015,VISITOR,LAC,113,W,21,92,CHA
2014-11-24,NYK @ HOU,2015,HOME,HOU,91,W,5,86,NYK
2014-11-24,NYK @ HOU,2015,VISITOR,NYK,86,L,-5,91,HOU
2014-11-24,ORL @ CLE,2015,HOME,CLE,106,W,32,74,ORL
2014-11-24,ORL @ CLE,2015,VISITOR,ORL,74,L,-32,106,CLE
2014-11-24,PHO @ TOR,2015,HOME,TOR,104,W,4,100,PHO
2014-11-24,PHO @ TOR,2015,VISITOR,PHO,100,L,-4,104,TOR
2014-11-24,POR @ PHI,2015,HOME,PHI,104,L,-10,114,POR
2014-11-24,POR @ PHI,2015,VISITOR,POR,114,W,10,104,PHI
2014-11-25,ATL @ WAS,2015,HOME,WAS,102,L,-4,106,ATL
2014-11-25,ATL @ WAS,2015,VISITOR,ATL,106,W,4,102,WAS
2014-11-25,CHI @ DEN,2015,HOME,DEN,114,W,5,109,CHI
2014-11-25,CHI @ DEN,2015,VISITOR,CHI,109,L,-5,114,DEN
2014-11-25,DET @ MIL,2015,HOME,MIL,98,W,12,86,DET
2014-11-25,DET @ MIL,2015,VISITOR,DET,86,L,-12,98,MIL
2014-11-25,GSW @ MIA,2015,HOME,MIA,97,L,-17,114,GSW
2014-11-25,GSW @ MIA,2015,VISITOR,GSW,114,W,17,97,MIA
2014-11-25,SAC @ NOP,2015,HOME,NOP,89,L,-10,99,SAC
2014-11-25,SAC @ NOP,2015,VISITOR,SAC,99,W,10,89,NOP
2014-11-26,BKN @ PHI,2015,HOME,PHI,91,L,-8,99,BKN
2014-11-26,BKN @ PHI,2015,VISITOR,BKN,99,W,8,91,PHI
2014-11-26,DEN @ PHO,2015,HOME,PHO,120,W,8,112,DEN
2014-11-26,DEN @ PHO,2015,VISITOR,DEN,112,L,-8,120,PHO
2014-11-26,GSW @ ORL,2015,HOME,ORL,96,L,-15,111,GSW
2014-11-26,GSW @ ORL,2015,VISITOR,GSW,111,W,15,96,ORL
2014-11-26,IND @ SAS,2015,HOME,SAS,106,W,6,100,IND
2014-11-26,IND @ SAS,2015,VISITOR,IND,100,L,-6,106,SAS
2014-11-26,LAC @ DET,2015,HOME,DET,98,L,-6,104,LAC
2014-11-26,LAC @ DET,2015,VISITOR,LAC,104,W,6,98,DET
2014-11-26,MEM @ LAL,2015,HOME,LAL,93,L,-6,99,MEM
2014-11-26,MEM @ LAL,2015,VISITOR,MEM,99,W,6,93,LAL
2014-11-26,MIL @ MIN,2015,HOME,MIN,86,L,-17,103,MIL
2014-11-26,MIL @ MIN,2015,VISITOR,MIL,103,W,17,86,MIN
2014-11-26,NYK @ DAL,2015,HOME,DAL,109,W,7,102,NYK
2014-11-26,NYK @ DAL,2015,VISITOR,NYK,102,L,-7,109,DAL
2014-11-26,POR @ CHA,2015,HOME,CHA,97,L,-8,105,POR
2014-11-26,POR @ CHA,2015,VISITOR,POR,105,W,8,97,CHA
2014-11-26,SAC @ HOU,2015,HOME,HOU,102,W,13,89,SAC
2014-11-26,SAC @ HOU,2015,VISITOR,SAC,89,L,-13,102,HOU
2014-11-26,TOR @ ATL,2015,HOME,ATL,115,L,-11,126,TOR
2014-11-26,TOR @ ATL,2015,VISITOR,TOR,126,W,11,115,ATL
2014-11-26,UTA @ OKC,2015,HOME,OKC,97,W,15,82,UTA
2014-11-26,UTA @ OKC,2015,VISITOR,UTA,82,L,-15,97,OKC
2014-11-26,WAS @ CLE,2015,HOME,CLE,113,W,26,87,WAS
2014-11-26,WAS @ CLE,2015,VISITOR,WAS,87,L,-26,113,CLE
2014-11-28,CHI @ BOS,2015,HOME,BOS,102,L,-7,109,CHI
2014-11-28,CHI @ BOS,2015,VISITOR,CHI,109,W,7,102,BOS
2014-11-28,DAL @ TOR,2015,HOME,TOR,102,L,-4,106,DAL
2014-11-28,DAL @ TOR,2015,VISITOR,DAL,106,W,4,102,TOR
2014-11-28,GSW @ CHA,2015,HOME,CHA,101,L,-5,106,GSW
2014-11-28,GSW @ CHA,2015,VISITOR,GSW,106,W,5,101,CHA
2014-11-28,LAC @ HOU,2015,HOME,HOU,85,L,-17,102,LAC
2014-11-28,LAC @ HOU,2015,VISITOR,LAC,102,W,17,85,HOU
2014-11-28,MEM @ POR,2015,HOME,POR,99,L,-13,112,MEM
2014-11-28,MEM @ POR,2015,VISITOR,MEM,112,W,13,99,POR
2014-11-28,MIL @ DET,2015,HOME,DET,88,L,-16,104,MIL
2014-11-28,MIL @ DET,2015,VISITOR,MIL,104,W,16,88,DET
2014-11-28,MIN @ LAL,2015,HOME,LAL,119,L,-1,120,MIN
2014-11-28,MIN @ LAL,2015,VISITOR,MIN,120,W,1,119,LAL
2014-11-28,NOP @ ATL,2015,HOME,ATL,100,W,9,91,NOP
2014-11-28,NOP @ ATL,2015,VISITOR,NOP,91,L,-9,100,ATL
2014-11-28,NYK @ OKC,2015,HOME,OKC,105,W,27,78,NYK
2014-11-28,NYK @ OKC,2015,VISITOR,NYK,78,L,-27,105,OKC
2014-11-28,ORL @ IND,2015,HOME,IND,98,W,15,83,ORL
2014-11-28,ORL @ IND,2015,VISITOR,ORL,83,L,-15,98,IND
2014-11-28,PHO @ DEN,2015,HOME,DEN,122,W,25,97,PHO
2014-11-28,PHO @ DEN,2015,VISITOR,PHO,97,L,-25,122,DEN
2014-11-28,SAC @ SAS,2015,HOME,SAS,112,W,8,104,SAC
2014-11-28,SAC @ SAS,2015,VISITOR,SAC,104,L,-8,112,SAS
2014-11-29,CHA @ ATL,2015,HOME,ATL,105,W,30,75,CHA
2014-11-29,CHA @ ATL,2015,VISITOR,CHA,75,L,-30,105,ATL
2014-11-29,DAL @ PHI,2015,HOME,PHI,103,L,-7,110,DAL
2014-11-29,DAL @ PHI,2015,VISITOR,DAL,110,W,7,103,PHI
2014-11-29,HOU @ MIL,2015,HOME,MIL,103,L,-14,117,HOU
2014-11-29,HOU @ MIL,2015,VISITOR,HOU,117,W,14,103,MIL
2014-11-29,IND @ CLE,2015,HOME,CLE,109,W,12,97,IND
2014-11-29,IND @ CLE,2015,VISITOR,IND,97,L,-12,109,CLE
2014-11-29,LAC @ UTA,2015,HOME,UTA,96,L,-16,112,LAC
2014-11-29,LAC @ UTA,2015,VISITOR,LAC,112,W,16,96,UTA
2014-11-29,NOP @ WAS,2015,HOME,WAS,83,W,3,80,NOP
2014-11-29,NOP @ WAS,2015,VISITOR,NOP,80,L,-3,83,WAS
2014-11-30,CHI @ BKN,2015,HOME,BKN,84,L,-18,102,CHI
2014-11-30,CHI @ BKN,2015,VISITOR,CHI,102,W,18,84,BKN
2014-11-30,GSW @ DET,2015,HOME,DET,93,L,-11,104,GSW
2014-11-30,GSW @ DET,2015,VISITOR,GSW,104,W,11,93,DET
2014-11-30,MEM @ SAC,2015,HOME,SAC,85,L,-12,97,MEM
2014-11-30,MEM @ SAC,2015,VISITOR,MEM,97,W,12,85,SAC
2014-11-30,MIA @ NYK,2015,HOME,NYK,79,L,-7,86,MIA
2014-11-30,MIA @ NYK,2015,VISITOR,MIA,86,W,7,79,NYK
2014-11-30,MIN @ POR,2015,HOME,POR,107,W,14,93,MIN
2014-11-30,MIN @ POR,2015,VISITOR,MIN,93,L,-14,107,POR
2014-11-30,ORL @ PHO,2015,HOME,PHO,90,L,-3,93,ORL
2014-11-30,ORL @ PHO,2015,VISITOR,ORL,93,W,3,90,PHO
2014-11-30,SAS @ BOS,2015,HOME,BOS,89,L,-22,111,SAS
2014-11-30,SAS @ BOS,2015,VISITOR,SAS,111,W,22,89,BOS
2014-11-30,TOR @ LAL,2015,HOME,LAL,129,W,7,122,TOR
2014-11-30,TOR @ LAL,2015,VISITOR,TOR,122,L,-7,129,LAL
2014-12-01,DEN @ UTA,2015,HOME,UTA,101,L,-2,103,DEN
2014-12-01,DEN @ UTA,2015,VISITOR,DEN,103,W,2,101,UTA
2014-12-01,MIA @ WAS,2015,HOME,WAS,107,W,21,86,MIA
2014-12-01,MIA @ WAS,2015,VISITOR,MIA,86,L,-21,107,WAS
2014-12-01,MIN @ LAC,2015,HOME,LAC,127,W,26,101,MIN
2014-12-01,MIN @ LAC,2015,VISITOR,MIN,101,L,-26,127,LAC
2014-12-01,SAS @ PHI,2015,HOME,PHI,103,L,-6,109,SAS
2014-12-01,SAS @ PHI,2015,VISITOR,SAS,109,W,6,103,PHI
2014-12-02,BKN @ NYK,2015,HOME,NYK,93,L,-5,98,BKN
2014-12-02,BKN @ NYK,2015,VISITOR,BKN,98,W,5,93,NYK
2014-12-02,BOS @ ATL,2015,HOME,ATL,109,W,4,105,BOS
2014-12-02,BOS @ ATL,2015,VISITOR,BOS,105,L,-4,109,ATL
2014-12-02,DAL @ CHI,2015,HOME,CHI,129,L,-3,132,DAL
2014-12-02,DAL @ CHI,2015,VISITOR,DAL,132,W,3,129,CHI
2014-12-02,IND @ PHO,2015,HOME,PHO,116,W,17,99,IND
2014-12-02,IND @ PHO,2015,VISITOR,IND,99,L,-17,116,PHO
2014-12-02,LAL @ DET,2015,HOME,DET,96,L,-10,106,LAL
2014-12-02,LAL @ DET,2015,VISITOR,LAL,106,W,10,96,DET
2014-12-02,MIL @ CLE,2015,HOME,CLE,111,W,3,108,MIL
2014-12-02,MIL @ CLE,2015,VISITOR,MIL,108,L,-3,111,CLE
2014-12-02,OKC @ NOP,2015,HOME,NOP,112,W,8,104,OKC
2014-12-02,OKC @ NOP,2015,VISITOR,OKC,104,L,-8,112,NOP
2014-12-02,ORL @ GSW,2015,HOME,GSW,98,W,1,97,ORL
2014-12-02,ORL @ GSW,2015,VISITOR,ORL,97,L,-1,98,GSW
2014-12-02,POR @ DEN,2015,HOME,DEN,103,L,-2,105,POR
2014-12-02,POR @ DEN,2015,VISITOR,POR,105,W,2,103,DEN
2014-12-02,TOR @ SAC,2015,HOME,SAC,109,L,-8,117,TOR
2014-12-02,TOR @ SAC,2015,VISITOR,TOR,117,W,8,109,SAC
2014-12-03,ATL @ MIA,2015,HOME,MIA,102,L,-10,112,ATL
2014-12-03,ATL @ MIA,2015,VISITOR,ATL,112,W,10,102,MIA
2014-12-03,CHI @ CHA,2015,HOME,CHA,95,L,-7,102,CHI
2014-12-03,CHI @ CHA,2015,VISITOR,CHI,102,W,7,95,CHA
2014-12-03,DAL @ MIL,2015,HOME,MIL,105,L,-2,107,DAL
2014-12-03,DAL @ MIL,2015,VISITOR,DAL,107,W,2,105,MIL
2014-12-03,DET @ BOS,2015,HOME,BOS,109,W,7,102,DET
2014-12-03,DET @ BOS,2015,VISITOR,DET,102,L,-7,109,BOS
2014-12-03,LAL @ WAS,2015,HOME,WAS,111,W,16,95,LAL
2014-12-03,LAL @ WAS,2015,VISITOR,LAL,95,L,-16,111,WAS
2014-12-03,MEM @ HOU,2015,HOME,HOU,105,W,9,96,MEM
2014-12-03,MEM @ HOU,2015,VISITOR,MEM,96,L,-9,105,HOU
2014-12-03,ORL @ LAC,2015,HOME,LAC,114,W,28,86,ORL
2014-12-03,ORL @ LAC,2015,VISITOR,ORL,86,L,-28,114,LAC
2014-12-03,PHI @ MIN,2015,HOME,MIN,77,L,-8,85,PHI
2014-12-03,PHI @ MIN,2015,VISITOR,PHI,85,W,8,77,MIN
2014-12-03,SAS @ BKN,2015,HOME,BKN,95,W,2,93,SAS
2014-12-03,SAS @ BKN,2015,VISITOR,SAS,93,L,-2,95,BKN
2014-12-03,TOR @ UTA,2015,HOME,UTA,104,L,-19,123,TOR
2014-12-03,TOR @ UTA,2015,VISITOR,TOR,123,W,19,104,UTA
2014-12-04,CLE @ NYK,2015,HOME,NYK,87,L,-3,90,CLE
2014-12-04,CLE @ NYK,2015,VISITOR,CLE,90,W,3,87,NYK
2014-12-04,IND @ POR,2015,HOME,POR,88,W,6,82,IND
2014-12-04,IND @ POR,2015,VISITOR,IND,82,L,-6,88,POR
2014-12-04,NOP @ GSW,2015,HOME,GSW,112,W,27,85,NOP
2014-12-04,NOP @ GSW,2015,VISITOR,NOP,85,L,-27,112,GSW
2014-12-05,ATL @ BKN,2015,HOME,BKN,75,L,-23,98,ATL
2014-12-05,ATL @ BKN,2015,VISITOR,ATL,98,W,23,75,BKN
2014-12-05,CLE @ TOR,2015,HOME,TOR,91,L,-14,105,CLE
2014-12-05,CLE @ TOR,2015,VISITOR,CLE,105,W,14,91,TOR
2014-12-05,DEN @ WAS,2015,HOME,WAS,119,W,30,89,DEN
2014-12-05,DEN @ WAS,2015,VISITOR,DEN,89,L,-30,119,WAS
2014-12-05,HOU @ MIN,2015,HOME,MIN,112,L,-2,114,HOU
2014-12-05,HOU @ MIN,2015,VISITOR,HOU,114,W,2,112,MIN
2014-12-05,IND @ SAC,2015,HOME,SAC,102,W,1,101,IND
2014-12-05,IND @ SAC,2015,VISITOR,IND,101,L,-1,102,SAC
2014-12-05,LAL @ BOS,2015,HOME,BOS,113,W,17,96,LAL
2014-12-05,LAL @ BOS,2015,VISITOR,LAL,96,L,-17,113,BOS
2014-12-05,MIA @ MIL,2015,HOME,MIL,109,W,24,85,MIA
2014-12-05,MIA @ MIL,2015,VISITOR,MIA,85,L,-24,109,MIL
2014-12-05,NYK @ CHA,2015,HOME,CHA,103,W,1,102,NYK
2014-12-05,NYK @ CHA,2015,VISITOR,NYK,102,L,-1,103,CHA
2014-12-05,OKC @ PHI,2015,HOME,PHI,91,L,-12,103,OKC
2014-12-05,OKC @ PHI,2015,VISITOR,OKC,103,W,12,91,PHI
2014-12-05,ORL @ UTA,2015,HOME,UTA,93,L,-5,98,ORL
2014-12-05,ORL @ UTA,2015,VISITOR,ORL,98,W,5,93,UTA
2014-12-05,PHO @ DAL,2015,HOME,DAL,106,L,-12,118,PHO
2014-12-05,PHO @ DAL,2015,VISITOR,PHO,118,W,12,106,DAL
2014-12-05,SAS @ MEM,2015,HOME,MEM,101,L,-6,107,SAS
2014-12-05,SAS @ MEM,2015,VISITOR,SAS,107,W,6,101,MEM
2014-12-06,GSW @ CHI,2015,HOME,CHI,102,L,-10,112,GSW
2014-12-06,GSW @ CHI,2015,VISITOR,GSW,112,W,10,102,CHI
2014-12-06,MIN @ SAS,2015,HOME,SAS,123,W,22,101,MIN
2014-12-06,MIN @ SAS,2015,VISITOR,MIN,101,L,-22,123,SAS
2014-12-06,NOP @ LAC,2015,HOME,LAC,120,W,20,100,NOP
2014-12-06,NOP @ LAC,2015,VISITOR,NOP,100,L,-20,120,LAC
2014-12-06,ORL @ SAC,2015,HOME,SAC,96,L,-9,105,ORL
2014-12-06,ORL @ SAC,2015,VISITOR,ORL,105,W,9,96,SAC
2014-12-06,PHI @ DET,2015,HOME,DET,101,L,-7,108,PHI
2014-12-06,PHI @ DET,2015,VISITOR,PHI,108,W,7,101,DET
2014-12-06,PHO @ HOU,2015,HOME,HOU,100,W,5,95,PHO
2014-12-06,PHO @ HOU,2015,VISITOR,PHO,95,L,-5,100,HOU
2014-12-07,DEN @ ATL,2015,HOME,ATL,96,W,12,84,DEN
2014-12-07,DEN @ ATL,2015,VISITOR,DEN,84,L,-12,96,ATL
2014-12-07,MIA @ MEM,2015,HOME,MEM,103,W,16,87,MIA
2014-12-07,MIA @ MEM,2015,VISITOR,MIA,87,L,-16,103,MEM
2014-12-07,MIL @ DAL,2015,HOME,DAL,125,W,23,102,MIL
2014-12-07,MIL @ DAL,2015,VISITOR,MIL,102,L,-23,125,DAL
2014-12-07,NOP @ LAL,2015,HOME,LAL,87,L,-17,104,NOP
2014-12-07,NOP @ LAL,2015,VISITOR,NOP,104,W,17,87,LAL
2014-12-07,OKC @ DET,2015,HOME,DET,94,L,-2,96,OKC
2014-12-07,OKC @ DET,2015,VISITOR,OKC,96,W,2,94,DET
2014-12-07,POR @ NYK,2015,HOME,NYK,99,L,-4,103,POR
2014-12-07,POR @ NYK,2015,VISITOR,POR,103,W,4,99,NYK
2014-12-07,WAS @ BOS,2015,HOME,BOS,101,W,8,93,WAS
2014-12-07,WAS @ BOS,2015,VISITOR,WAS,93,L,-8,101,BOS
2014-12-08,ATL @ IND,2015,HOME,IND,92,L,-16,108,ATL
2014-12-08,ATL @ IND,2015,VISITOR,ATL,108,W,16,92,IND
2014-12-08,BOS @ WAS,2015,HOME,WAS,133,W,1,132,BOS
2014-12-08,BOS @ WAS,2015,VISITOR,BOS,132,L,-1,133,WAS
2014-12-08,CLE @ BKN,2015,HOME,BKN,88,L,-22,110,CLE
2014-12-08,CLE @ BKN,2015,VISITOR,CLE,110,W,22,88,BKN
2014-12-08,DEN @ TOR,2015,HOME,TOR,112,W,5,107,DEN
2014-12-08,DEN @ TOR,2015,VISITOR,DEN,107,L,-5,112,TOR
2014-12-08,GSW @ MIN,2015,HOME,MIN,86,L,-16,102,GSW
2014-12-08,GSW @ MIN,2015,VISITOR,GSW,102,W,16,86,MIN
2014-12-08,PHO @ LAC,2015,HOME,LAC,121,W,1,120,PHO
2014-12-08,PHO @ LAC,2015,VISITOR,PHO,120,L,-1,121,LAC
2014-12-08,UTA @ SAC,2015,HOME,SAC,101,W,9,92,UTA
2014-12-08,UTA @ SAC,2015,VISITOR,UTA,92,L,-9,101,SAC
2014-12-09,DAL @ MEM,2015,HOME,MEM,114,W,9,105,DAL
2014-12-09,DAL @ MEM,2015,VISITOR,DAL,105,L,-9,114,MEM
2014-12-09,MIA @ PHO,2015,HOME,PHO,97,L,-6,103,MIA
2014-12-09,MIA @ PHO,2015,VISITOR,MIA,103,W,6,97,PHO
2014-12-09,MIL @ OKC,2015,HOME,OKC,114,W,13,101,MIL
2014-12-09,MIL @ OKC,2015,VISITOR,MIL,101,L,-13,114,OKC
2014-12-09,NYK @ NOP,2015,HOME,NOP,104,W,11,93,NYK
2014-12-09,NYK @ NOP,2015,VISITOR,NYK,93,L,-11,104,NOP
2014-12-09,POR @ DET,2015,HOME,DET,86,L,-12,98,POR
2014-12-09,POR @ DET,2015,VISITOR,POR,98,W,12,86,DET
2014-12-09,SAC @ LAL,2015,HOME,LAL,98,W,3,95,SAC
2014-12-09,SAC @ LAL,2015,VISITOR,SAC,95,L,-3,98,LAL
2014-12-09,SAS @ UTA,2015,HOME,UTA,100,W,4,96,SAS
2014-12-09,SAS @ UTA,2015,VISITOR,SAS,96,L,-4,100,UTA
2014-12-09,TOR @ CLE,2015,HOME,CLE,105,W,4,101,TOR
2014-12-09,TOR @ CLE,2015,VISITOR,TOR,101,L,-4,105,CLE
2014-12-10,BKN @ CHI,2015,HOME,CHI,105,W,25,80,BKN
2014-12-10,BKN @ CHI,2015,VISITOR,BKN,80,L,-25,105,CHI
2014-12-10,BOS @ CHA,2015,HOME,CHA,96,W,9,87,BOS
2014-12-10,BOS @ CHA,2015,VISITOR,BOS,87,L,-9,96,CHA
2014-12-10,HOU @ GSW,2015,HOME,GSW,105,W,12,93,HOU
2014-12-10,HOU @ GSW,2015,VISITOR,HOU,93,L,-12,105,GSW
2014-12-10,LAC @ IND,2015,HOME,IND,96,L,-7,103,LAC
2014-12-10,LAC @ IND,2015,VISITOR,LAC,103,W,7,96,IND
2014-12-10,MIA @ DEN,2015,HOME,DEN,102,W,20,82,MIA
2014-12-10,MIA @ DEN,2015,VISITOR,MIA,82,L,-20,102,DEN
2014-12-10,NOP @ DAL,2015,HOME,DAL,112,W,5,107,NOP
2014-12-10,NOP @ DAL,2015,VISITOR,NOP,107,L,-5,112,DAL
2014-12-10,NYK @ SAS,2015,HOME,SAS,109,W,14,95,NYK
2014-12-10,NYK @ SAS,2015,VISITOR,NYK,95,L,-14,109,SAS
2014-12-10,PHI @ ATL,2015,HOME,ATL,95,W,16,79,PHI
2014-12-10,PHI @ ATL,2015,VISITOR,PHI,79,L,-16,95,ATL
2014-12-10,POR @ MIN,2015,HOME,MIN,90,W,8,82,POR
2014-12-10,POR @ MIN,2015,VISITOR,POR,82,L,-8,90,MIN
2014-12-10,WAS @ ORL,2015,HOME,ORL,89,L,-2,91,WAS
2014-12-10,WAS @ ORL,2015,VISITOR,WAS,91,W,2,89,ORL
2014-12-11,CLE @ OKC,2015,HOME,OKC,103,W,9,94,CLE
2014-12-11,CLE @ OKC,2015,VISITOR,CLE,94,L,-9,103,OKC
2014-12-11,HOU @ SAC,2015,HOME,SAC,109,L,-4,113,HOU
2014-12-11,HOU @ SAC,2015,VISITOR,HOU,113,W,4,109,SAC
2014-12-12,CHA @ MEM,2015,HOME,MEM,113,W,6,107,CHA
2014-12-12,CHA @ MEM,2015,VISITOR,CHA,107,L,-6,113,MEM
2014-12-12,CLE @ NOP,2015,HOME,NOP,119,W,5,114,CLE
2014-12-12,CLE @ NOP,2015,VISITOR,CLE,114,L,-5,119,NOP
2014-12-12,DET @ PHO,2015,HOME,PHO,103,L,-2,105,DET
2014-12-12,DET @ PHO,2015,VISITOR,DET,105,W,2,103,PHO
2014-12-12,IND @ TOR,2015,HOME,TOR,106,W,12,94,IND
2014-12-12,IND @ TOR,2015,VISITOR,IND,94,L,-12,106,TOR
2014-12-12,LAC @ WAS,2015,HOME,WAS,104,W,8,96,LAC
2014-12-12,LAC @ WAS,2015,VISITOR,LAC,96,L,-8,104,WAS
2014-12-12,LAL @ SAS,2015,HOME,SAS,110,L,-2,112,LAL
2014-12-12,LAL @ SAS,2015,VISITOR,LAL,112,W,2,110,SAS
2014-12-12,MIA @ UTA,2015,HOME,UTA,95,L,-5,100,MIA
2014-12-12,MIA @ UTA,2015,VISITOR,MIA,100,W,5,95,UTA
2014-12-12,NYK @ BOS,2015,HOME,BOS,95,L,-6,101,NYK
2014-12-12,NYK @ BOS,2015,VISITOR,NYK,101,W,6,95,BOS
2014-12-12,OKC @ MIN,2015,HOME,MIN,92,L,-19,111,OKC
2014-12-12,OKC @ MIN,2015,VISITOR,OKC,111,W,19,92,MIN
2014-12-12,ORL @ ATL,2015,HOME,ATL,87,W,6,81,ORL
2014-12-12,ORL @ ATL,2015,VISITOR,ORL,81,L,-6,87,ATL
2014-12-12,PHI @ BKN,2015,HOME,BKN,88,W,18,70,PHI
2014-12-12,PHI @ BKN,2015,VISITOR,PHI,70,L,-18,88,BKN
2014-12-12,POR @ CHI,2015,HOME,CHI,115,W,9,106,POR
2014-12-12,POR @ CHI,2015,VISITOR,POR,106,L,-9,115,CHI
2014-12-13,ATL @ ORL,2015,HOME,ORL,100,W,1,99,ATL
2014-12-13,ATL @ ORL,2015,VISITOR,ATL,99,L,-1,100,ORL
2014-12-13,BKN @ CHA,2015,HOME,CHA,87,L,-27,114,BKN
2014-12-13,BKN @ CHA,2015,VISITOR,BKN,114,W,27,87,CHA
2014-12-13,DEN @ HOU,2015,HOME,HOU,108,W,12,96,DEN
2014-12-13,DEN @ HOU,2015,VISITOR,DEN,96,L,-12,108,HOU
2014-12-13,DET @ SAC,2015,HOME,SAC,90,L,-5,95,DET
2014-12-13,DET @ SAC,2015,VISITOR,DET,95,W,5,90,SAC
2014-12-13,GSW @ DAL,2015,HOME,DAL,98,L,-7,105,GSW
2014-12-13,GSW @ DAL,2015,VISITOR,GSW,105,W,7,98,DAL
2014-12-13,LAC @ MIL,2015,HOME,MIL,111,W,5,106,LAC
2014-12-13,LAC @ MIL,2015,VISITOR,LAC,106,L,-5,111,MIL
2014-12-13,MEM @ PHI,2015,HOME,PHI,115,L,-5,120,MEM
2014-12-13,MEM @ PHI,2015,VISITOR,MEM,120,W,5,115,PHI
2014-12-13,POR @ IND,2015,HOME,IND,85,L,-10,95,POR
2014-12-13,POR @ IND,2015,VISITOR,POR,95,W,10,85,IND
